,PC1,PC2
Com_1007_neg,-0.38527240933649926,-0.4941680056658825
Com_1013_neg,0.21980968368218487,-0.30461554951202935
Com_1035_neg,0.4347049947515743,0.07527400368172266
Com_1038_neg,0.3798015840828998,0.25315766612617235
Com_1040_neg,0.4371915294349826,-0.06705933404768773
Com_1051_neg,-0.25217829060397134,0.7645413663637245
Com_1056_neg,-0.4640052523065878,0.0650531664005033
