,PC1,PC2
Com_10046_neg,-0.5215861674401564,0.3057886821361341
Com_10058_neg,0.38543265210412164,0.5326884355335217
Com_10089_neg,-0.4294146663162571,-0.053618511150062546
Com_100926_neg,0.3041856533918267,0.5815299479347796
Com_10132_neg,0.3175676078087029,-0.2925197920624231
Com_10145_neg,-0.04218669486323287,-0.25004364613236213
Com_101486_neg,-0.4470288251302498,0.3655059968371368
