,VIP score
Com_10046_neg,1.171629827209464
Com_10058_neg,0.8945509472263651
Com_10089_neg,1.344481792204666
Com_100926_neg,0.4419896489097914
Com_10132_neg,1.1328962674713015
Com_10145_neg,0.7083219897399512
Com_101486_neg,1.0192654303451545
